Id,Number,Timestamp,Due date,,,Uniq items ordered,Amount excluding taxes (CAD),Amount including taxes (CAD),Status,Distribution mode,Delivery date,Delivery fees (CAD),Distance to pickup (km),Vendor organization id,,Buyer organization id,,Creator organization id,,Creator logged in
oIewsfZLHiFy9gRe5JmK,PO-000013,2021-06-19,2021-07-06,,,1,150,150,completed,delivery,2021-06-22,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
6yLZ44hJgOt9m09NssVa,PO-000016,2021-06-19,2021-07-06,,,1,240,240,completed,delivery,2021-06-22,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
kTMNw08otwEu825xQ5Zd,PO-000009,2021-06-19,2021-06-21,,,1,300,300,completed,delivery,2021-06-22,,,4NK5HrGBRsSOuU6DBpXX,,bh84nWsl3E2DxVn6raBO,,,,FALSE
2kH6pCQgXtH9sWsWIx2M,PO-000012,2021-06-19,2021-07-06,,,1,480,480,completed,delivery,2021-06-22,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
VesfF2sDXQqx6WAaW4FQ,PO-000015,2021-06-20,2021-07-07,,,1,90,90,completed,delivery,2021-06-23,,,96WfyBWlY4LIxh97AbYd,,JKXrQf8wkne5oUNmB4Z4,,,,FALSE
lhinuy0UbxH9q0mdtnFV,PO-000014,2021-06-20,2021-07-22,,,5,206,206,completed,delivery,2021-06-23,,,96WfyBWlY4LIxh97AbYd,,,,,,FALSE
3fPwVefOgKVwSIrTOLO4,PO-000012,2021-06-20,2021-07-06,,,7,253,253,completed,delivery,2021-06-23,,,96WfyBWlY4LIxh97AbYd,,bh84nWsl3E2DxVn6raBO,,,,FALSE
dliekadZeHatU5NvexaE,PO-000013,2021-06-20,2021-07-21,,,4,570,570,completed,delivery,2021-06-23,,,96WfyBWlY4LIxh97AbYd,,dDowduNTLpBMVTs1t8SN,,,,FALSE
o7oXN6arjvoO8ubvp7SS,PO-000006,2021-06-21,2021-07-21,,,3,100,100,completed,delivery,2021-06-24,10,,2fnE1XiuRG39yBo7yB9S,,hwYyuJ1eoz6b5XBfYGyb,,,,FALSE
0AnBWXUfXnCTRCA6Thpb,PO-000003,2021-06-21,2021-07-21,,,3,126,126,completed,delivery,2021-06-24,10,,2fnE1XiuRG39yBo7yB9S,,sTcEoGugl7Sqn0kYqSAZ,,,,FALSE
Mc7gdxMsuTuJW2cVyPDx,PO-000008,2021-06-21,2021-07-22,,,9,"163,75","163,75",completed,delivery,2021-06-24,,,2fnE1XiuRG39yBo7yB9S,,9NjpBTaghK5cWph9I1IC,,,,FALSE
VzQShl7a4YIFU2hu7h1q,PO-000009,2021-06-21,2021-07-22,,,7,185,185,completed,delivery,2021-06-24,,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
YiNMPWqsFmFbRoIvJa25,PO-000007,2021-06-21,2021-07-22,,,10,"222,75","222,75",completed,delivery,2021-06-24,,,2fnE1XiuRG39yBo7yB9S,,VUBkWAvqyYfQ660odGl9,,,,FALSE
7tTy5m26s4pGDPtHCwhm,PO-000005,2021-06-21,2021-07-21,,,7,237,237,completed,delivery,2021-06-24,,,2fnE1XiuRG39yBo7yB9S,,K8CnpBgvBdcsNzKsocDp,,,,FALSE
8JMYWBeMWQkK6hMgikhT,PO-000004,2021-06-21,2021-06-21,,,7,"298,06","298,06",completed,delivery,2021-06-24,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
w8xWaM8EbwOl72V5PN2i,PO-000014,2021-06-22,2021-07-06,,,1,300,300,completed,delivery,2021-06-25,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
j5iED9nx0zqiNYoWFLoy,PO-000003,2021-06-26,2021-07-08,,,8,"401,32","401,32",completed,delivery,2021-06-29,0,,p1psRZymrskOdudLEvMT,,Sq5WRskwvc5HrF87Ecqx,,,,FALSE
CS6mSX9AEsS5xyOU57Mg,PO-000002,2021-06-26,2021-07-06,,,9,"495,5","495,5",completed,delivery,2021-06-29,0,,p1psRZymrskOdudLEvMT,,,,,,FALSE
a7NeRUcWWyRbXWuFgaif,PO-000018,2021-06-27,2021-07-29,,,1,84,84,completed,delivery,2021-06-30,,,96WfyBWlY4LIxh97AbYd,,,,,,FALSE
biTZZXKYkRHl4BVbQqCq,PO-000017,2021-06-27,2021-07-29,,,5,"107,5","107,5",completed,delivery,2021-06-30,,,96WfyBWlY4LIxh97AbYd,,,,,,FALSE
GO0O8Tei5ZJUIEyRWNd6,PO-000016,2021-06-27,2021-06-28,,,5,"127,5","127,5",completed,delivery,2021-06-30,,,96WfyBWlY4LIxh97AbYd,,wRymF2HMwVQEoJuDSred,,,,FALSE
PQPbRKTKxfKbm4iYEgCN,PO-000005,2021-06-27,2021-06-09,,,2,"130,8","144,1",completed,delivery,2021-06-30,0,,xNtjzzMTE4Jfvrml7yaw,,zaQMedS8dsWUZ5nfyg97,,,,FALSE
BGpvtPjqHEoKlnsBb563,PO-000006,2021-06-27,2021-07-07,,,4,"321,84","359,25",completed,delivery,2021-06-30,0,,xNtjzzMTE4Jfvrml7yaw,,Qu3KoUaTnt3VdQ999iri,,,,FALSE
V6ABF3o85dWiqseOn3LB,PO-000017,2021-06-28,2021-07-28,,,4,"69,75","69,75",completed,delivery,2021-07-01,10,,2fnE1XiuRG39yBo7yB9S,,5F8gXCfsAyEcGv7NV8U8,,,,FALSE
k4teRIfSctE2nCy1FQTX,PO-000018,2021-06-28,2021-07-28,,,4,88,88,completed,delivery,2021-07-01,10,,2fnE1XiuRG39yBo7yB9S,,u8rVDLbbElpqzwLlV7JF,,,,FALSE
SIzXJxbi7IKpWde0BUKh,PO-000019,2021-06-28,2021-07-29,,,6,"108,75","108,75",completed,delivery,2021-07-01,10,,2fnE1XiuRG39yBo7yB9S,,oDCFwea8QrhbYhHOuwY6,,,,FALSE
uDzfsaqBK3gTX3XsN31y,PO-000015,2021-06-28,2021-07-28,,,6,"151,75","151,75",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,3N6wNZs7BBGG28z4ax1b,,,,FALSE
CTYDVNdKqBOm93NP69iH,PO-000014,2021-06-28,2021-07-28,,,7,162,162,completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,9NjpBTaghK5cWph9I1IC,,,,FALSE
dePKmxtF1UkCkUNbLO2B,PO-000012,2021-06-28,2021-07-28,,,4,"170,5","170,5",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
lMU5TaZnQyz4CJbMu27y,PO-000013,2021-06-28,2021-07-28,,,7,176,176,completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,VUBkWAvqyYfQ660odGl9,,,,FALSE
d4bCGvuMntPti2eBpYfF,PO-000017,2021-06-28,2021-07-28,,,3,198,198,completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,hwYyuJ1eoz6b5XBfYGyb,,,,FALSE
Bz42uLgSPLFU6w6MX6Ga,PO-000007,2021-06-28,2021-07-07,,,4,"205,26","216,01",completed,delivery,2021-07-01,0,,xNtjzzMTE4Jfvrml7yaw,,dUyhWhwpMUpHfTDsEUus,,,,FALSE
hqSpZORlAuP04pN3eeYr,PO-000010,2021-06-28,2021-07-23,,,10,"207,25","207,25",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,y8wifilUDIxGFzk61Inf,,,,FALSE
mC0XK8wkoeaxYjTVXkgw,PO-000011,2021-06-28,2021-07-28,,,8,"245,75","245,75",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
TSRec08c0F5tvsEUn4gA,PO-000018,2021-06-28,2021-07-29,,,11,"266,25","266,25",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
KvJMsV8pPmSclFCWc4CY,PO-000016,2021-06-28,2021-07-28,,,11,"275,75","275,75",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,y8wifilUDIxGFzk61Inf,,,,FALSE
YKwCExpwCnncaT0echTz,PO-000020,2021-06-28,2021-07-29,,,13,"299,5","299,5",completed,delivery,2021-07-01,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
ZFa71ggKtr5qnODH9622,PO-000001,2021-06-29,2021-06-28,,,2,241,241,completed,delivery,2021-07-02,25,,awSCzGH4um0ty854qtOO,,wRymF2HMwVQEoJuDSred,,,,FALSE
X1j08zX7z6U7ZjsjhgVp,PO-000004,2021-07-03,2021-07-12,,,9,"683,44","683,44",completed,delivery,2021-07-06,0,,p1psRZymrskOdudLEvMT,,,,,,FALSE
Ynm7PoBIQd9CwgG0rb37,PO-000022,2021-07-04,2021-08-05,,,5,117,117,completed,delivery,2021-07-07,,,96WfyBWlY4LIxh97AbYd,,bjIzI3whOtyyZi4FX8pf,,,,FALSE
nou6ecK6eMqTr5jvsIpp,PO-000021,2021-07-04,2021-08-04,,,11,"344,5","344,5",completed,delivery,2021-07-07,,,96WfyBWlY4LIxh97AbYd,,,,,,FALSE
niRh3SiF9uTxjapC4ZDv,PO-000019,2021-07-04,2021-07-15,,,1,420,420,completed,delivery,2021-07-07,,,96WfyBWlY4LIxh97AbYd,,tEqFimdVGi21Z2J313l1,,,,FALSE
TlRbPJ9J6jVQWRSoR7jR,PO-000025,2021-07-05,2021-08-04,,,5,74,74,completed,delivery,2021-07-08,10,,2fnE1XiuRG39yBo7yB9S,,cGQkbhs4f8oJ0BlF9HDI,,,,FALSE
2v6XqMWaiGndoLAt9TEi,PO-000020,2021-07-05,2021-07-31,,,3,"87,5","87,5",completed,delivery,2021-07-08,10,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
pkQZIB0BRxXkdtWXZw1z,PO-000027,2021-07-05,2021-08-05,,,5,"99,75","99,75",completed,delivery,2021-07-08,10,,2fnE1XiuRG39yBo7yB9S,,VUBkWAvqyYfQ660odGl9,,,,FALSE
k8MqcYrLWrAMp6p2eVLG,PO-000024,2021-07-05,2021-08-04,,,7,"152,75","152,75",completed,delivery,2021-07-08,10,,2fnE1XiuRG39yBo7yB9S,,9NjpBTaghK5cWph9I1IC,,,,FALSE
TatmIC9uCCzdlj9MRKJh,PO-000022,2021-07-05,2021-08-04,,,8,154,154,completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,5F8gXCfsAyEcGv7NV8U8,,,,FALSE
vNWShq0eqoASgrzwHmJi,PO-000023,2021-07-05,2021-08-04,,,4,"166,25","166,25",completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
KniqyMpu2Tnv7BqDmsb3,PO-000026,2021-07-05,2021-08-04,,,3,"192,5","192,5",completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,hwYyuJ1eoz6b5XBfYGyb,,,,FALSE
d0ITBIQvBVrHK7RviyID,PO-000028,2021-07-05,2021-08-05,,,10,"243,5","243,5",completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
ilZraNpkpFZI2G5r8XZc,PO-000030,2021-07-05,2021-08-05,,,13,"279,75","279,75",completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,y8wifilUDIxGFzk61Inf,,,,FALSE
4HCUq7cu2vTUQQQ2MvTP,PO-000029,2021-07-05,2021-08-05,,,14,"287,36","287,36",completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
GfOVVzZVj9AmhVqFrb4i,PO-000021,2021-07-05,2021-08-04,,,8,"322,52","322,52",completed,delivery,2021-07-08,,,2fnE1XiuRG39yBo7yB9S,,K8CnpBgvBdcsNzKsocDp,,,,FALSE
vBQUXsH51bGkqz5UVRJh,PO-000023,2021-07-10,2021-08-12,,,2,68,68,completed,delivery,2021-07-13,,,4NK5HrGBRsSOuU6DBpXX,,Hf68LT9VWlD13M0uSDZX,,,,FALSE
Nk1c3WHyXQPGOye7Txf7,PO-000021,2021-07-10,2021-07-30,,,1,300,300,completed,delivery,2021-07-13,,,4NK5HrGBRsSOuU6DBpXX,,bh84nWsl3E2DxVn6raBO,,,,FALSE
OO5NX6DIq2i1wNECbxAb,PO-000041,2021-07-12,2021-08-12,,,3,93,93,completed,delivery,2021-07-15,10,,2fnE1XiuRG39yBo7yB9S,,hwYyuJ1eoz6b5XBfYGyb,,,,FALSE
fum537SM4vXQXn100xiJ,PO-000042,2021-07-12,2021-08-12,,,5,102,102,completed,delivery,2021-07-15,10,,2fnE1XiuRG39yBo7yB9S,,u8rVDLbbElpqzwLlV7JF,,,,FALSE
g8YKccJYytKdkuEGvPog,PO-000035,2021-07-12,2021-08-11,,,6,152,152,completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,9NjpBTaghK5cWph9I1IC,,,,FALSE
2A99CDaWuqFYhNNLHPtT,PO-000039,2021-07-12,2021-08-11,,,4,156,156,completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,sTcEoGugl7Sqn0kYqSAZ,,,,FALSE
RRPT7y7NblcZrcZDc01o,PO-000037,2021-07-12,2021-08-11,,,9,"166,5","166,5",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,3N6wNZs7BBGG28z4ax1b,,,,FALSE
UM1JTG5MA7KcQh4JCIa3,PO-000031,2021-07-12,2021-08-11,,,6,"182,5","182,5",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,5F8gXCfsAyEcGv7NV8U8,,,,FALSE
FojkS3djI4EQKS3GxTec,PO-000036,2021-07-12,2021-08-11,,,6,"202,5","202,5",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
rXM1mWM1267qfl5JfZCh,PO-000033,2021-07-12,2021-08-11,,,6,244,244,completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,JKXrQf8wkne5oUNmB4Z4,,,,FALSE
lVlPoz1ubJJ10i51yg87,PO-000038,2021-07-12,2021-08-11,,,10,"305,2","305,2",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,y8wifilUDIxGFzk61Inf,,,,FALSE
cen3UNHuhIl6OGYb5lq2,PO-000040,2021-07-12,2021-08-11,,,6,"319,2","319,2",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,cEuE0YOEKcVpm79Rsxk3,,,,FALSE
RffiDhDN1nnBZrPOQAel,PO-000043,2021-07-12,2021-08-12,,,14,"322,31","322,31",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
GBKt2W3QFASQa3i1EvHW,PO-000034,2021-07-12,2021-08-11,,,14,"349,87","349,87",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
G6KdP8fTzS1FpLB6LFOE,PO-000036,2021-07-12,2021-08-11,,,7,"424,66","424,66",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,K8CnpBgvBdcsNzKsocDp,,,,FALSE
fmo8z5VhUmn7pIQ9COYi,PO-000032,2021-07-12,2021-08-11,,,21,"495,12","495,12",completed,delivery,2021-07-15,,,2fnE1XiuRG39yBo7yB9S,,VUBkWAvqyYfQ660odGl9,,,,FALSE
l4Y4yB0lVN8XlboMs7wV,PO-000024,2021-07-13,2021-07-30,,,1,60,60,completed,delivery,2021-07-16,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
dAlUfPDk9AbQFyI2CffE,PO-000022,2021-07-13,2021-07-27,,,1,180,180,completed,delivery,2021-07-16,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
2e9QzFj1IBsFDfsvmAaU,PO-000026,2021-07-17,2021-08-18,,,1,60,60,completed,delivery,2021-07-20,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
PO7gwS7tl60vRMi4wnv9,PO-000027,2021-07-17,2021-08-03,,,1,60,60,completed,delivery,2021-07-20,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
5MlBW84Q1UOurBZxsOVd,PO-000023,2021-07-18,2021-08-18,,,4,"223,25","223,25",completed,delivery,2021-07-21,,,96WfyBWlY4LIxh97AbYd,,dDowduNTLpBMVTs1t8SN,,,,FALSE
g6XrfsL9eDrS1EePxhSo,PO-000024,2021-07-18,2021-08-19,,,6,"343,5","343,5",completed,delivery,2021-07-21,,,96WfyBWlY4LIxh97AbYd,,,,,,FALSE
qchD0myQidBJPS0ZWRg9,PO-000001,2021-07-19,2021-07-31,,,5,"73,3","73,3",completed,delivery,2021-07-22,5,,De0LQFAAw6JiFjMTbVuV,,9H9zlZVE3y5OBMsIFTzi,,9H9zlZVE3y5OBMsIFTzi,,TRUE
6EVnayDcnByW82Vkxk0O,PO-000051,2021-07-19,2021-08-19,,,3,"77,5","77,5",completed,delivery,2021-07-22,10,,2fnE1XiuRG39yBo7yB9S,,cGQkbhs4f8oJ0BlF9HDI,,,,FALSE
Kk7Y26g9kZgCIukZ3qDH,PO-000050,2021-07-19,2021-08-18,,,8,166,166,completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,3N6wNZs7BBGG28z4ax1b,,,,FALSE
gkV773aJWDjJMImRI8Dw,PO-000044,2021-07-19,2021-08-18,,,7,"196,5","196,5",completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,5F8gXCfsAyEcGv7NV8U8,,,,FALSE
NJxaJO90997NrcZM0am7,PO-000047,2021-07-19,2021-08-18,,,9,228,228,completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,9NjpBTaghK5cWph9I1IC,,,,FALSE
hkAtZZIgn7AvT5sDEb5i,PO-000045,2021-07-19,2021-08-18,,,8,"247,5","247,5",completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,,,,,FALSE
7BQT6SbBX2nIq4wTwdqm,PO-000049,2021-07-19,2021-08-18,,,4,"303,05","303,05",completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,k7WDX6esUeJQsSLLYZXd,,,,FALSE
uR19RJ8iIvvyJJML3ORF,PO-000052,2021-07-19,2021-08-19,,,13,"334,66","334,66",completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
b7MLSqsA1p5dC5z2TH5v,PO-000046,2021-07-19,2021-08-18,,,8,"377,16","377,16",completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,K8CnpBgvBdcsNzKsocDp,,,,FALSE
Y9sWsKvXyNGMio9RPYKN,PO-000048,2021-07-19,2021-08-18,,,10,"455,31","455,31",completed,delivery,2021-07-22,,,2fnE1XiuRG39yBo7yB9S,,y8wifilUDIxGFzk61Inf,,,,FALSE
DoAjH4FmpWTmFffhaRK1,PO-000028,2021-07-20,2021-08-07,,,1,66,66,completed,delivery,2021-07-23,,,4NK5HrGBRsSOuU6DBpXX,,1xqK3yfuYjdPMMkmwnyn,,,,FALSE
iywwUzCb5QmFAJD6To9y,PO-000025,2021-07-20,2021-08-02,,,1,180,180,completed,delivery,2021-07-23,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
yQikWIkOId4FJUpIYCiY,PO-000030,2021-07-24,2021-08-10,,,1,60,60,completed,delivery,2021-07-27,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
uLdKXWmDTisIew5hzaZ5,PO-000031,2021-07-24,2021-08-09,,,1,150,150,completed,delivery,2021-07-27,,,4NK5HrGBRsSOuU6DBpXX,,,,,,FALSE
3Y9tkwbiPpzXFts1cAi5,PO-000005,2021-07-24,2021-08-08,,,7,"457,52","457,52",completed,delivery,2021-07-27,0,,p1psRZymrskOdudLEvMT,,,,,,FALSE
