Id,Number,Timestamp,Due date,,,Uniq items ordered,Amount excluding taxes (CAD),Amount including taxes (CAD),Status,Distribution mode,Delivery date,Delivery fees (CAD),Distance to pickup (km),Vendor organization id,,Buyer organization id,,Creator organization id,,Creator logged in
0wLcear2oR5pFLzuy2F2,231011-6568,2024-06-17,2023-10-18,,,7,"222,65","222,65",completed,delivery,2023-10-13,0,,OosAh6jwi62Cd5fvEZ8V,,j2o1LdybvFM5UvDkcGP6,,j2o1LdybvFM5UvDkcGP6,,TRUE
0wLlH6xqSwWNDre5AIio,PO220916-3000,2024-06-17,2022-10-16,,,6,"251,75","251,75",completed,delivery,2022-09-22,0,,OosAh6jwi62Cd5fvEZ8V,,LKcIpGMiK6kvzXPRnFFx,,LKcIpGMiK6kvzXPRnFFx,,TRUE
0xalrzI60xq9s4upjADH,230714-4496,2024-06-17,2023-07-21,,,4,"95,2","95,2",completed,delivery,2023-07-19,0,,OosAh6jwi62Cd5fvEZ8V,,M6HsyHtBbU52nES1YTiz,,M6HsyHtBbU52nES1YTiz,,TRUE
0xFqs7CPWHiokfXOJr4a,PO221230-4208,2024-06-17,2023-01-14,,,12,"502,67","502,67",completed,delivery,2023-01-11,,,kL7iDLy4sjqAEwmPrj3I,,G58WhpsgYj8zGM0iqGlK,,G58WhpsgYj8zGM0iqGlK,,TRUE
0XmLqac6BbFrk1H22Fu5,PO220707-0328,2024-06-17,2022-07-22,,,3,"51,9","51,9",completed,delivery,2022-07-14,0,,OosAh6jwi62Cd5fvEZ8V,,j2o1LdybvFM5UvDkcGP6,,j2o1LdybvFM5UvDkcGP6,,TRUE
0YxmDXV1GawcTAV2nXIH,PO230912-9368,2024-06-17,2023-09-26,,,1,"21,6","21,6",completed,pickup,2023-09-15,,,5SbYMzADNTSypp3CHqdt,,,,5SbYMzADNTSypp3CHqdt,,TRUE
12eNuJA90lSRshymquNt,PO-000164,2024-06-17,2021-10-20,,,13,"419,66","419,66",completed,delivery,2021-09-23,,,2fnE1XiuRG39yBo7yB9S,,vGSixjnbVBtgxC8te5QW,,,,FALSE
14vehTpqkATm4OR4t7Kv,PO230710-7720,2024-06-17,2023-07-24,,,1,250,250,completed,pickup,2023-07-13,,,5SbYMzADNTSypp3CHqdt,,3Bp3hrg2a0RX8Mqo6Cj0,,3Bp3hrg2a0RX8Mqo6Cj0,,TRUE
14Zqo2sB97UlCIlpuiaY,PO-000016,2024-06-17,2021-11-09,,,4,"346,56","370,61",completed,delivery,2021-11-03,0,,xNtjzzMTE4Jfvrml7yaw,,Qu3KoUaTnt3VdQ999iri,,,,FALSE
161k0jaRmQIMrpoeIgHe,PO-000041,2024-06-17,2022-03-09,,,3,162,162,completed,delivery,2022-02-24,0,,5bfmJqpmAAHRFyEckXDP,,eYgHFFYXWX6bZ27RAxsk,,,,FALSE
166Illl3ot8fnkK7IIMR,PO240522-8600,2024-06-17,2024-06-05,,,13,"493,75","494,95",completed,delivery,2024-05-24,8,,5SbYMzADNTSypp3CHqdt,,PcqYnwAdqJSDKCENmDPp,,PcqYnwAdqJSDKCENmDPp,,TRUE
16WUbnCC2F12VKIRcTYr,PO230412-1888,2024-06-17,2023-04-25,,,1,"36,9","36,9",completed,pickup,2023-04-14,,,5SbYMzADNTSypp3CHqdt,,zUSbxmxRpdcgdKQPanB3,,zUSbxmxRpdcgdKQPanB3,,TRUE
17jYEey7ZPTW6vmZkJmR,PO230131-4016,2024-06-17,2023-02-14,,,1,366,"366,9",completed,delivery,2023-02-02,6,,5SbYMzADNTSypp3CHqdt,,6j8JCZkcUN7Agv59Pqe3,,5SbYMzADNTSypp3CHqdt,,TRUE
1AHbvf0UHm9R66O9fybL,PO220629-3256,2024-06-17,2022-06-28,,,12,"42,5","42,5",completed,pickup,2022-07-01,,,9RMSz3WXxOJBhcHJsiq0,,H0xn7HhL7tarmjMeQWS1,,H0xn7HhL7tarmjMeQWS1,,TRUE
1ApRVPBewGt5PQhSnOfu,PO241216-9480,2024-12-27,2024-12-31,,,7,"65,5","65,5",completed,pickup,2024-12-18,,,i9gSl2aoojNnojdVdhfn,,,,,,FALSE
1bApVfPexSBoKrz0PyBY,PO221212-8824,2024-06-17,2023-01-11,,,3,"572,8","572,8",completed,delivery,2022-12-15,0,,5SbYMzADNTSypp3CHqdt,,,,5SbYMzADNTSypp3CHqdt,,TRUE
1BfI5yUOmZy3sMA11ZGn,PO240429-6776,2024-06-17,2024-05-13,,,6,306,"306,9",completed,delivery,2024-05-01,6,,5SbYMzADNTSypp3CHqdt,,HNtfLugZpLx8w031U1BB,,HNtfLugZpLx8w031U1BB,,TRUE
1BQZjewJRM3eZmS9OPUq,PO240112-7576,2024-06-17,2024-01-26,,,3,"23,25","23,25",completed,pickup,2024-01-18,,,5SbYMzADNTSypp3CHqdt,,4Igd2nPWrDxevNflYnKZ,,4Igd2nPWrDxevNflYnKZ,,TRUE
1c2wyLetkkcTHXINWyNA,PO230912-3352,2024-06-17,2023-09-26,,,16,"205,29","206,19",completed,delivery,2023-09-14,6,,5SbYMzADNTSypp3CHqdt,,vOQa9r5bcZAjqm0kfCro,,vOQa9r5bcZAjqm0kfCro,,TRUE
1cg21MhYfdrv7Sc3z6dq,PO241125-5344,2024-11-29,2024-12-09,,,3,"313,7","315,05",completed,delivery,2024-12-03,9,,5SbYMzADNTSypp3CHqdt,,3p2ZPH2VHLTqsMJVrtvC,,3p2ZPH2VHLTqsMJVrtvC,,TRUE
1Ch223iGRHCMsvpDTLk5,PO-000005,2024-06-17,2021-12-14,,,7,"38,4","38,4",completed,pickup,2021-11-30,,,cMU8oxxvoIYn85Ok0nIa,,,,,,FALSE
1D8Nc6ROv3fvziPn2jx1,PO230703-7448,2024-06-17,2023-07-17,,,1,216,"216,9",completed,delivery,2023-07-05,6,,5SbYMzADNTSypp3CHqdt,,4DZT0CTPwqZbtbLZh6OR,,4DZT0CTPwqZbtbLZh6OR,,TRUE
1DoAQ5EPDwsI8PxfQKaW,PO240328-3672,2024-06-17,2024-04-27,,,4,"39,9","39,9",completed,pickup,2024-03-28,,,5SbYMzADNTSypp3CHqdt,,,,5SbYMzADNTSypp3CHqdt,,TRUE
1DUVwU8NcsFFHBrmptzo,PO230916-6224,2024-06-17,2023-09-30,,,4,"228,6","229,5",completed,delivery,2023-09-20,6,,5SbYMzADNTSypp3CHqdt,,HNtfLugZpLx8w031U1BB,,HNtfLugZpLx8w031U1BB,,TRUE
1eFYxQzHseZwfGbow9T8,230922-9568,2024-06-17,2023-10-22,,,8,1519,1519,completed,delivery,2023-09-26,0,,OosAh6jwi62Cd5fvEZ8V,,4yrii8tdlmMFhSyH85dB,,OosAh6jwi62Cd5fvEZ8V,,TRUE
