,,,unique_id,,org_cat,,,,,lang,region,sous-region,city,,,,province,country,timestamp_creation
,,,uL2g16moTZ1RBPJKifjE,,consumer,,,,,fr,Estrie,La Haute-Yamaska,Granby,,,,Quebec,Canada,2022-11-20
,,,3RMBA4mzw3AZChF64dBe,,consumer,,,,,fr,Lanaudière,Les Moulins,Terrebonne,,,,Quebec,Canada,2022-11-22
,,,0Jfd50bqlssxCNsy1G1g,,consumer,,,,,en,Montérégie,Vaudreuil-Soulanges,Vauderiel Dorion,,,,Quebec,Canada,2022-11-25
,,,9YSBY9mfQQM6CmAjcWK4,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2022-11-27
,,,z0V4feg9jxL7X83bDYFG,,consumer,,,,,fr,Saguenay--Lac-Saint-Jean,Lac-Saint-Jean-Est,Alma,,,,Quebec,Canada,2022-11-27
,,,GnMTyPZhcqXDAPLbD96v,,consumer,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2022-11-29
,,,swYc7ajIfVt9CLCUTkvU,,consumer,,,,,fr,Montérégie,Longueuil,Brossard,,,,Quebec,Canada,2022-11-30
,,,0TguJ0LFfVm1UKXk0sqf,,consumer,,,,,fr,Estrie,La Haute-Yamaska,St-Joachim de Shefford,,,,Quebec,Canada,2022-12-01
,,,H8gpfVoHYEbV3IZ1b6FL,,consumer,,,,,fr,Estrie,Memphrémagog,Magog,,,,Quebec,Canada,2022-12-05
,,,IWInaipScimvDSu6kPYN,,consumer,,,,,fr,Centre-du-Québec,Bécancour,Bécancour,,,,Quebec,Canada,2022-12-05
,,,6LWB87JuibIdqzryCiRN,,consumer,,,,,fr,Montérégie,Les Maskoutains,Ste-Marie-Madeleine,,,,Quebec,Canada,2022-12-07
,,,os6E0fm9FAIXi7gjgGZs,,consumer,,,,,fr,Estrie,Brome-Missisquoi,Brome,,,,Quebec,Canada,2022-12-10
,,,00L7PGcq6V4NQrMPA9vI,,consumer,,,,,en,Montréal,Villeray - Saint-Michel - Parc-Extension,Montreal,,,,Quebec,Canada,2022-12-11
,,,kFg6Sk7q1IldplMYBctb,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2022-12-11
,,,3bmOmYTdCNV4Ag6p6ghB,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2022-12-13
,,,l11NBKu9sh9iw164uBED,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2022-12-13
,,,2MguhKSlTSJkTHP9Q0FM,,consumer,,,,,fr,Montréal,LaSalle,Lasalle,,,,Quebec,Canada,2022-12-16
,,,K8TIlzjWVtD996r5fNjD,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montreal,,,,Quebec,Canada,2022-12-16
,,,bVULmIM2GmLoX2nHHmHn,,consumer,,,,,fr,Montréal,Ville-Marie,montreal,,,,Quebec,Canada,2022-12-19
,,,kCticbJr0NkIt5Ltd3Xs,,consumer,,,,,en,Estrie,Coaticook,Sherbrooke,,,,Quebec,Canada,2022-12-22
,,,j9i30OTd4vEHh02ca2qh,,consumer,,,,,fr,Estrie,La Haute-Yamaska,granby,,,,Quebec,Canada,2023-01-01
,,,MGdJw6C8pegMEKEPrBaA,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montreal,,,,Quebec,Canada,2023-01-09
,,,W97Wn4HlSrqlMaMjX0qt,,consumer,,,,,en,Outaouais,Gatineau,Gatineau,,,,Quebec,Canada,2023-01-11
,,,cnu7zDIiOYmzfosMTVrV,,consumer,,,,,fr,Outaouais,,Montcerf-Lytton,,,,Quebec,Canada,2023-01-12
,,,j3BUWcWP7EVNMpoH4XYQ,,consumer,,,,,fr,Montréal,Mont-Royal,mont royal,,,,Quebec,Canada,2023-01-12
,,,lOey04Wwah9jjQNpV2ht,,consumer,,,,,fr,Laurentides,Deux-Montagnes,Oka,,,,Quebec,Canada,2023-01-13
,,,EUAuV7g2Hod2HCyKcTJb,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2023-01-15
,,,SZIALy6egPcjVcmOCvXk,,consumer,,,,,fr,Montréal,Pierrefonds - Roxboro,Montréal,,,,Quebec,Canada,2023-01-18
,,,pVhoDvTtX38XREgDh7gA,,consumer,,,,,fr,Montérégie,La Vallée-du-Richelieu,Carignang,,,,Quebec,Canada,2023-01-22
,,,KAp2Vw7Ih6y0IrXHjDXt,,consumer,,,,,fr,Chaudière-Appalaches,Lotbinière,val alain,,,,Quebec,Canada,2023-01-24
,,,iVXABvyHsaNK2S3ZnNO3,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montréal,,,,Quebec,Canada,2023-01-24
,,,pZwr5FRJSn1bYwWdaaoU,,consumer,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2023-01-24
,,,zlw2lL6tvPhnA9FNeVrO,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montreal,,,,Quebec,Canada,2023-01-24
,,,CIsY8WAmCPFERPt3U6LG,,consumer,,,,,fr,Montérégie,Longueuil,Saint-Bruno-de-Montarville,,,,Quebec,Canada,2023-01-30
,,,JCwnmceT1SXK05GiWJx2,,consumer,,,,,fr,Lanaudière,Joliette,Joliette,,,,Quebec,Canada,2023-02-02
,,,DguDn27GmQi3joYNU93M,,consumer,,,,,fr,Estrie,Sherbrooke,Sherbrooke,,,,Quebec,Canada,2023-02-05
,,,ukBvdNTQ5BJ9aFRgiG52,,consumer,,,,,fr,Montréal,LÎle-Bizard - Sainte-Geneviève,L'ILE-BIZARD,,,,Quebec,Canada,2023-02-05
,,,a7bfx4aZUdzWCSbhzWg0,,consumer,,,,,fr,Bas-Saint-Laurent,Rivière-du-Loup,L'Isle-Verte,,,,Quebec,Canada,2023-02-08
,,,BKq6BXk67QoP0EfwtlEr,,consumer,,,,,fr,Saguenay--Lac-Saint-Jean,Saguenay,Chicoutimi,,,,Quebec,Canada,2023-02-10
,,,DYFwIIxHyDoxZGwRsKht,,consumer,,,,,fr,Laurentides,,Lac-Saint-paul,,,,Quebec,Canada,2023-02-15
,,,WheojFxfJnlMiRCMVg5I,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2023-02-15
,,,H18po7Kyl8mYJ9vIWy6c,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2023-02-19
,,,f7jjacv77eJDjOBFcYm2,,consumer,,,,,en,Estrie,Brome-Missisquoi,Sutton,,,,Quebec,Canada,2023-02-22
,,,poP6MeMvykejab3B6Jdj,,consumer,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2023-02-26
,,,GgCOe8BwwCyNHTfHzyfo,,consumer,,,,,fr,Lanaudière,Joliette,joliette,,,,Quebec,Canada,2023-02-27
,,,X0JFq7mCffcBAfhzXEvm,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montréal,,,,Quebec,Canada,2023-02-28
,,,uRAy3DpT66UvhrQu9gYL,,consumer,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2023-02-28
,,,htLZSoiKOt6rRXHSwkYa,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montreal,,,,Quebec,Canada,2023-03-02
,,,RfIl8SHGX41dXIituJIE,,consumer,,,,,fr,Outaouais,Gatineau,Gatineau,,,,Quebec,Canada,2023-03-04
,,,ASoV2n9etLdyxzefUS3y,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montreal,,,,Quebec,Canada,2023-03-07
,,,UXyr9pswNcAhpA83P5jt,,consumer,,,,,fr,Estrie,Brome-Missisquoi,Knowlton,,,,Quebec,Canada,2023-03-07
,,,5geomgjcDtWQsOznMb83,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montreal,,,,Quebec,Canada,2023-03-08
,,,S4wrC4RWN87N072e52HN,,consumer,,,,,fr,Estrie,Le Haut-Saint-François,Weedon,,,,Quebec,Canada,2023-03-09
,,,scPiMe5hseefzSPfwETS,,consumer,,,,,fr,Mauricie,Trois-Rivières,Trois-Rivières,,,,Quebec,Canada,2023-03-14
,,,ap82EEUSAyv61pEXPtOs,,consumer,,,,,fr,Montérégie,Les Jardins-de-Napierville,Sherrington,,,,Quebec,Canada,2023-03-16
,,,dVUinjYFkxu3q0ph4qoc,,consumer,,,,,fr,Montérégie,Le Haut-Richelieu,Saint-Jean-sur-Richelieu,,,,Quebec,Canada,2023-03-16
,,,3RXns99YgY7UvCFo7Twc,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2023-03-24
,,,BkzTgwydbhsbdD4tN0xg,,consumer,,,,,fr,Montérégie,Roussillon,Candiac,,,,Quebec,Canada,2023-03-26
,,,x8vMqCiV4BixA7Ma3bOm,,consumer,,,,,en,Estrie,Brome-Missisquoi,Brome,,,,Quebec,Canada,2023-04-01
,,,usp0umY8VqiGDyUmn3tm,,consumer,,,,,en,Estrie,Brome-Missisquoi,Dunham,,,,Quebec,Canada,2023-04-03
,,,0PXIK0aqP1n8jl3fLyNZ,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montréal,,,,Quebec,Canada,2023-04-04
,,,HNtfLugZpLx8w031U1BB,,consumer,,,,,fr,Estrie,La Haute-Yamaska,Granby,,,,Quebec,Canada,2023-04-16
,,,7HpAZOQkzhN8Awl5ocDF,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,bassin,,,,Quebec,Canada,2023-05-08
,,,OHpCU85x5hFvlBnrn30q,,consumer,,,,,en,Montréal,Ville-Marie,Montreal,,,,Quebec,Canada,2023-05-22
,,,vdydZmV6qUumX97s8X0O,,consumer,,,,,fr,Estrie,Brome-Missisquoi,Frelighsburg,,,,Quebec,Canada,2023-05-23
,,,AKeDlaeK6zmTnh9Klz2a,,consumer,,,,,fr,Laurentides,La Rivière-du-Nord,ste Hippolyte ,,,,Quebec,Canada,2023-05-30
,,,RPqdCIkNG4HwORqLPxCo,,consumer,,,,,fr,Montérégie,Longueuil,Brossard,,,,Quebec,Canada,2023-05-30
,,,QsLgz9K2GD1mJgP4SxYo,,consumer,,,,,fr,Capitale-Nationale,Portneuf,St Augustin de desmaures,,,,Quebec,Canada,2023-05-31
,,,Ko97ba5IDKRaVV2JYzJv,,consumer,,,,,fr,Montérégie,Roussillon,Candiac,,,,Quebec,Canada,2023-06-01
,,,VVLZYmwRUM54NrBtVFv7,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2023-06-07
,,,b79nTKx6xQ3BeukRjQT9,,consumer,,,,,fr,Chaudière-Appalaches,Robert-Cliche,Saint-Alfred,,,,Quebec,Canada,2023-06-08
,,,n5PaxWa0uv4a4geNRqGe,,consumer,,,,,fr,Estrie,Brome-Missisquoi,Frelisghburg,,,,Quebec,Canada,2023-06-10
,,,f3ZpP4ftMyQz63Gmvjq5,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2023-06-19
,,,wJnqpUtO6k0BYrjYlnXB,,consumer,,,,,fr,Laval,Laval,laval,,,,Quebec,Canada,2023-06-20
,,,Q2C6twkrzyxCqMO87u4H,,consumer,,,,,fr,Estrie,Brome-Missisquoi,Frelighsburg,,,,Quebec,Canada,2023-06-21
,,,z1r30GuEjoy5ynDge7wj,,consumer,,,,,fr,Montréal,Dollard-Des Ormeaux,Dollard-Des-Ormeaux,,,,Quebec,Canada,2023-06-21
,,,oi3qe2ymvUSMtrAP1tFo,,consumer,,,,,fr,Montérégie,Le Haut-Richelieu,Henryville,,,,Quebec,Canada,2023-06-21
,,,guKFKb8u6PAwUuSdVvJq,,consumer,,,,,fr,Estrie,Brome-Missisquoi,FRELIGHSBURG,,,,Quebec,Canada,2023-06-26
,,,lcs8bKr9nukDOoZbBn2D,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montreal,,,,Quebec,Canada,2023-07-04
,,,u20mBupKovZz6Moidogm,,consumer,,,,,fr,Montréal,Mercier - Hochelaga-Maisonneuve,montréal,,,,Quebec,Canada,2023-07-18
,,,115qIYj4rQQCg1meHAEj,,consumer,,,,,fr,Lanaudière,Joliette,Joliette,,,,Quebec,Canada,2023-07-20
,,,Tp9uwlHCFBbLT1U5OHnS,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal ,,,,Quebec,Canada,2023-07-24
,,,vjXuaKIJpCkvcxJMUl6J,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montreal,,,,Quebec,Canada,2023-08-06
,,,6VYa6lGL9K4TuKPrbNKz,,consumer,,,,,fr,Chaudière-Appalaches,Les Appalaches,Thetford Mines,,,,Quebec,Canada,2023-08-07
,,,AX2bWfJ36AGLZ4KxufgV,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montreal,,,,Quebec,Canada,2023-08-12
,,,QQswYgqUXrZeBVdGdFBt,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montréal,,,,Quebec,Canada,2023-08-16
,,,XrE2yAAX0ABO6AxWGQf5,,consumer,,,,,fr,Montérégie,Longueuil,Longueuil,,,,Quebec,Canada,2023-08-23
,,,dokvWuIk1PbEWZpZlhOC,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,Montreal,,,,Quebec,Canada,2023-08-28
,,,vAmdVATXq2Hvp1QE4kk2,,consumer,,,,,fr,Capitale-Nationale,La Côte-de-Beaupré,Chateau-Richer,,,,Quebec,Canada,2023-08-30
,,,omxywCfe7HSqfMKbuOfQ,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2023-08-31
,,,DuPzBzHqnmacYZZjUxT1,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montreal,,,,Quebec,Canada,2023-09-02
,,,vTmmMjs9ZKEiCeqoUIs4,,consumer,,,,,fr,Chaudière-Appalaches,Les Appalaches,Disraéli,,,,Quebec,Canada,2023-09-06
,,,ditnwCXg6BdDhQ8FxShw,,consumer,,,,,fr,Chaudière-Appalaches,Lévis,Levis,,,,Quebec,Canada,2023-09-06
,,,BczqlKJs9oUpTX5MsBoS,,consumer,,,,,fr,Montérégie,Longueuil,St-Lambert,,,,Quebec,Canada,2023-09-06
,,,IPvdKrsBk0TzAedCKIEJ,,consumer,,,,,fr,Laurentides,Thérèse-De Blainville,Blainville ,,,,Quebec,Canada,2023-09-15
,,,i60LqIwEfPeCx5smhZ4B,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2023-09-19
,,,ddelIqpPtil7ALT4wV24,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montreal,,,,Quebec,Canada,2023-09-26
,,,RJlYg1r5HQNt8hKXKeSM,,consumer,,,,,fr,Lanaudière,Matawinie,Saint-Félix-de-Valois,,,,Quebec,Canada,2023-09-29
,,,j1dVD5oDmi1QWCVPRh24,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2023-10-02
,,,7SSRABALOf5FsyUHf05f,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2023-10-03
,,,mZT6Yf57zTF27dkZsGoe,,consumer,,,,,fr,Laval,Laval,Laval,,,,Quebec,Canada,2023-10-03
,,,a9js0Mx3nHgR8nPgqaUe,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2023-10-04
,,,R2zhojP1xMjuJIhr7Q89,,consumer,,,,,fr,Lanaudière,Matawinie,Saint-Félix-de-Valois,,,,Quebec,Canada,2023-10-06
,,,OZi5UvHHsouie14MmIsi,,consumer,,,,,fr,Montréal,Ahuntsic-Cartierville,Montréal,,,,Quebec,Canada,2023-10-08
,,,qXl37KbXkf9ncX6BI56j,,consumer,,,,,fr,Montérégie,Vaudreuil-Soulanges,Sainte-Marthe,,,,Quebec,Canada,2023-10-12
,,,J0grpwfVnGOWlLX3hCCt,,consumer,,,,,fr,Montréal,Côte-des-Neiges - Notre-Dame-de-Grâce,Montréal,,,,Quebec,Canada,2023-10-21
,,,TQAA5Iz3ysxM0UiIOoHj,,consumer,,,,,fr,Lanaudière,Matawinie,Saint-Félix-de-Valois,,,,Quebec,Canada,2023-10-24
,,,FJ7BA8NARVMwh7owfiQj,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montreal,,,,Quebec,Canada,2023-10-24
,,,Ce64aCufOoFJTPwfC0W4,,consumer,,,,,fr,Lanaudière,Joliette,Joliette ,,,,Quebec,Canada,2023-10-24
,,,lJkBokY410RCZK5Rt7Ym,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2023-10-28
,,,p7LlSDRPrg48FbX697CU,,consumer,,,,,fr,Montérégie,La Vallée-du-Richelieu,Carignan,,,,Quebec,Canada,2023-10-31
,,,YA3D8eylWO5RYo1am0Ss,,consumer,,,,,fr,Estrie,Sherbrooke,Sherbrooke,,,,Quebec,Canada,2023-11-01
,,,lprETWYvYMa95QvIfAdp,,consumer,,,,,fr,Montréal,Ville-Marie,Montreal ,,,,Quebec,Canada,2023-11-03
,,,NWA7P214pNXmenxYidAU,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2023-11-09
,,,kAnrIw46if8OBOLgzw18,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2023-11-20
,,,APSGWaPre9v5LSkUdQfh,,consumer,,,,,fr,Montérégie,La Vallée-du-Richelieu,Carignan,,,,Quebec,Canada,2023-11-22
,,,B0fRVbo26JUJDGsir1eJ,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2023-11-23
,,,iX7VPcYfoKW3Dh9tlXyB,,consumer,,,,,fr,Montérégie,Roussillon,Saint-Constant,,,,Quebec,Canada,2023-11-27
,,,UsHiF86zcejq5ALM2oVl,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2023-11-28
,,,abFR8r57VYtqHJvM2i36,,consumer,,,,,fr,Montréal,Le Plateau-Mont-Royal,Montréal,,,,Quebec,Canada,2023-12-05
,,,EKzVWyjpWACfGVDpkJww,,consumer,,,,,fr,Montérégie,Beauharnois-Salaberry,Salaberry-de-Valleyfield,,,,Quebec,Canada,2023-12-15
,,,XmOE0Xtuq4bA0JQGyD5D,,consumer,,,,,fr,Montérégie,Longueuil,brossard,,,,Quebec,Canada,2023-12-19
,,,0AgmJvPIk0Nzkjgcw7ov,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2024-01-21
,,,CVsb5oKVDfJkLJiSS6t6,,consumer,,,,,fr,Outaouais,Gatineau,Gatineau,,,,Quebec,Canada,2024-01-24
,,,bn88vTt7DBNez39EWVIp,,consumer,,,,,fr,Bas-Saint-Laurent,Rivière-du-Loup,Rivière-Du-Loup,,,,Quebec,Canada,2024-02-02
,,,LeSj2KfKIxs6QKAmvnMt,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2024-02-02
,,,brCu1UBrgjc0Pc8jKQsi,,consumer,,,,,fr,Bas-Saint-Laurent,Rivière-du-Loup,Rivière-Du-Loup,,,,Quebec,Canada,2024-02-16
,,,To5ylLi4Sov6ehGCZcrS,,consumer,,,,,fr,,,Saint-Cyprien,,,,Quebec,Canada,2024-03-01
,,,59WdqnyY4LQWysTrXetg,,consumer,,,,,fr,Outaouais,,Gracefield,,,,Quebec,Canada,2024-03-17
,,,YPQYRpxzQ8htlkzGgpQx,,producer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,La Côte-de-Gaspé,Grande Vallée,,,,Quebec,Canada,2024-03-14
,,,runRVUtWBX4Rc7sMLvcE,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2024-03-31
,,,MGAEBI7b7R6wxslE0a7Q,,consumer,,,,,fr,Mauricie,Trois-Rivières,Trois-Rivières,,,,Quebec,Canada,2024-03-29
,,,0T5idt32Mvd70YJPpd7E,,producer,,,,,fr,Mauricie,Trois-Rivières,Trois-Rivières ,,,,Quebec,Canada,2024-04-11
,,,l7lPe9ei7fqwuaTJRs1g,,consumer,,,,,fr,Montérégie,Roussillon,Sainte Catherine ,,,,Quebec,Canada,2024-04-12
,,,chGS5cONMqeDNHj2mlC7,,consumer,,,,,fr,Capitale-Nationale,Québec,Quebec,,,,Quebec,Canada,2024-04-12
,,,qlbow6mhlfoR5bmlfct0,,consumer,,,,,fr,Montérégie,Le Haut-Richelieu,Saint-Jean-sur-Richelieu,,,,Quebec,Canada,2024-04-23
,,,DJ9o4ZoqdHcJC87FK7uv,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2024-04-29
,,,QW4iMA62pDJulgzIH04l,,consumer,,,,,fr,Montérégie,Roussillon,ST-CONSTANT,,,,Quebec,Canada,2024-05-14
,,,wFS1d9KM1FHpjhVFOxHy,,consumer,,,,,fr,Centre-du-Québec,Nicolet-Yamaska,Sainte-Perpétue,,,,Quebec,Canada,2024-05-15
,,,gPPSKU6af0GR2cMlYrhT,,consumer,,,,,en,Estrie,Brome-Missisquoi,Frelighsburg,,,,Quebec,Canada,2024-05-15
,,,vpI3HcstOQUVpnPJPhLf,,consumer,,,,,fr,Montréal,Saint-Laurent,Montreal,,,,Quebec,Canada,2024-05-20
,,,Q8opoDN1AHacMsCao4WE,,consumer,,,,,fr,Montérégie,Les Maskoutains,St Simon,,,,Quebec,Canada,2024-05-21
,,,YDDFuxUFS7wniBTIUStk,,consumer,,,,,fr,Montréal,Rosemont - La Petite-Patrie,montreal,,,,Quebec,Canada,2024-05-21
,,,cSOCu1o8SBbbhflMyatx,,consumer,,,,,fr,Capitale-Nationale,Charlevoix,Les Éboulements,,,,Quebec,Canada,2024-05-27
,,,s31VG3DxcNZZPoVftE9A,,consumer,,,,,fr,Montréal,Villeray - Saint-Michel - Parc-Extension,Montréal,,,,Quebec,Canada,2024-06-03
,,,noTjts0exM3VdeXuTPZV,,consumer,,,,,fr,Montréal,Outremont,Montréal,,,,Quebec,Canada,2024-06-04
,,,r4k9EuhcFVavFTMn2lxm,,consumer,,,,,fr,Montréal,Montréal-Nord,Montreal-Nord,,,,Quebec,Canada,2024-06-28
,,,xjXKhJCJLExIODMXLaYb,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin,,,,Quebec,Canada,2024-06-30
,,,siFZv7RLy8eq7yfC2CHI,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Havre-aux-Maisons,,,,Quebec,Canada,2024-06-30
,,,gpput7lgaYZiFOwhWWbK,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin,,,,Quebec,Canada,2024-07-01
,,,i2huHdPFfVWrjB78gxmb,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Havre-Aubert ,,,,Quebec,Canada,2024-07-01
,,,Svx1c9BjsNceje5atjBq,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Havre-aux-Maisons,,,,Quebec,Canada,2024-06-30
,,,DofpE46vjFycfxZ6pTKf,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin ,,,,Quebec,Canada,2024-06-30
,,,wLaHOtlj6XgIOjsl9hcg,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,étang-du-nord,,,,Quebec,Canada,2024-07-01
,,,ek3Z7s5ZokKFIQmzykQG,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin,,,,Quebec,Canada,2024-07-01
,,,syO7p1XzPmq5pYXdV41i,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin,,,,Quebec,Canada,2024-07-01
,,,Jot9wM34lzGfXPod5sHQ,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Havre-Aubert,,,,Quebec,Canada,2024-07-01
,,,QNutUbriWC5mVCovF2iK,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin,,,,Quebec,Canada,2024-07-01
,,,QLHyegIH9XwaOm7rzGME,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Fatima,,,,Quebec,Canada,2024-07-01
,,,YeHTp5dK0KsfpH0M0pHx,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Fatima,,,,Quebec,Canada,2024-07-02
,,,NVNCkKQv0iaFETxeNYby,,consumer,,,,,fr,Outaouais,,Maniwaki ,,,,Quebec,Canada,2024-07-03
,,,TI6G0Nwjq3wbkR7T2bFa,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Cap-aux-Meules,,,,Quebec,Canada,2024-07-08
,,,JC9Ers7YMxNbgPy7WU0z,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Havre-Aubert,,,,Quebec,Canada,2024-07-08
,,,pbthBigGqxquuiHA7Cog,,consumer,,,,,fr,Montréal,Ville-Marie,Montréal,,,,Quebec,Canada,2024-07-09
,,,NYi6hG9TXa1FXJpqQHjH,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Bassin,,,,Quebec,Canada,2024-07-09
,,,HyzftNKp2C7Sqrc9isej,,consumer,,,,,fr,Estrie,Sherbrooke,Sherbrooke,,,,Quebec,Canada,2024-07-11
,,,lnxXEPqdaV9qO3KW9jpy,,consumer,,,,,fr,Capitale-Nationale,Québec,Québec,,,,Quebec,Canada,2024-07-12
,,,3eQBVmY1GpENaGOz150v,,consumer,,,,,fr,Montréal,Ahuntsic-Cartierville,Montréal,,,,Quebec,Canada,2024-07-15
,,,0R9kvTWPgTIQGdwJfpia,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Fatima,,,,Quebec,Canada,2024-07-17
,,,efZddZiYhiW8ZyAclvVP,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,Havre-aux-Maisons,,,,Quebec,Canada,2024-07-20
,,,lZQ5VBjVEoGfyWLBZxx7,,consumer,,,,,en,Montérégie,Vaudreuil-Soulanges,st polycarpe,,,,Quebec,Canada,2024-07-25
,,,NlMXOmavogmhnwhOyrAC,,consumer,,,,,fr,Capitale-Nationale,L'Île-d'Orléans,Saint-Jean de l'ile d'Orléans,,,,Quebec,Canada,2024-08-09
,,,Xs5X9uaCzgFJVBg7y4k3,,consumer,,,,,fr,Gaspésie--Îles-de-la-Madeleine,,L’Étang-du-Nord,,,,Quebec,Canada,2024-08-12
,,,wf6uVmEJwnKCJNzuEa6x,,consumer,,,,,en,Montréal,Sainte-Anne-de-Bellevue,Ste Anne de Bellevue,,,,Quebec,Canada,2024-08-20
,,,pIwP1o32IXm4SVCmhhqb,,consumer,,,,,fr,Laval,Ahuntsic-Cartierville,Montreal,,,,Quebec,Canada,2024-08-28
,,,fsrC6U9VYWt29hlxfEyW,,consumer,,,,,fr,Montérégie,Beauharnois-Salaberry,Paradis001!,,,,Quebec,Canada,2024-08-31
,,,FwiEcKr1qZ0d5glf0sap,,consumer,,,,,fr,Laurentides,Thérèse-De Blainville,Rosemère,,,,Quebec,Canada,2024-09-05
